sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_32,seq_32,ColE1,99.491,100.0,972,1560,-,6601,589,1,589,589,1049,0.0
seq_33,seq_33,ColE1,99.83,100.0,2739,3327,+,7878,1,589,589,589,1058,0.0
seq_34,seq_34,ColE1,99.491,100.0,1200,1788,-,6700,589,1,589,589,1049,0.0
seq_35,seq_35,ColE1,99.83,100.0,2768,3356,+,7477,1,589,589,589,1058,0.0
seq_36,seq_36,ColE1,99.491,100.0,1256,1844,-,6580,589,1,589,589,1049,0.0
seq_37,seq_37,ColE1,99.83,100.0,2580,3168,+,7404,1,589,589,589,1058,0.0
seq_38,seq_38,ColE1,99.83,100.0,1903,2491,+,6574,1,589,589,589,1058,0.0
seq_4,seq_4,ColE1,99.83,100.0,1776,2364,+,6562,1,589,589,589,1058,0.0
seq_40,seq_40,ColE1,99.83,100.0,1954,2542,+,6558,1,589,589,589,1058,0.0
seq_41,seq_41,ColE1,99.83,100.0,2777,3365,+,7393,1,589,589,589,1058,0.0
seq_42,seq_42,ColE1,99.83,100.0,2077,2665,+,6591,1,589,589,589,1058,0.0
seq_43,seq_43,ColE1,99.491,100.0,1844,2432,-,7389,589,1,589,589,1049,0.0
seq_44,seq_44,ColE1,99.83,100.0,2039,2627,+,6535,1,589,589,589,1058,0.0
seq_45,seq_45,ColE1,99.83,100.0,2585,3173,+,7500,1,589,589,589,1058,0.0
seq_46,seq_46,ColE1,99.83,100.0,1881,2469,+,6547,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.83,100.0,2598,3186,+,7417,1,589,589,589,1058,0.0
seq_48,seq_48,ColE1,99.491,100.0,1586,2174,-,6691,589,1,589,589,1049,0.0
seq_49,seq_49,ColE1,99.66,100.0,1799,2387,-,5444,589,1,589,589,1054,0.0
seq_5,seq_5,ColE1,99.83,100.0,2486,3074,+,7319,1,589,589,589,1058,0.0
seq_50,seq_50,ColE1,99.491,100.0,1210,1798,-,6646,589,1,589,589,1049,0.0
seq_51,seq_51,ColE1,99.83,100.0,2473,3061,+,7286,1,589,589,589,1058,0.0
seq_52,seq_52,ColE1,99.491,100.0,1144,1732,-,6598,589,1,589,589,1049,0.0
seq_53,seq_53,ColE1,99.83,100.0,2421,3009,+,7754,1,589,589,589,1058,0.0
seq_54,seq_54,ColE1,99.83,100.0,1791,2379,+,6506,1,589,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,2374,2962,+,7711,1,589,589,589,1058,0.0
seq_56,seq_56,ColE1,99.83,100.0,2321,2909,+,6538,1,589,589,589,1058,0.0
seq_57,seq_57,ColE1,99.83,100.0,2472,3060,+,7271,1,589,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,1968,2556,+,6531,1,589,589,589,1058,0.0
seq_59,seq_59,ColE1,99.66,100.0,2698,3286,-,8468,589,1,589,589,1054,0.0
seq_6,seq_6,ColE1,99.83,100.0,2300,2888,+,6567,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.491,100.0,1266,1854,-,6620,589,1,589,589,1049,0.0
seq_61,seq_61,ColE1,99.83,100.0,2827,3415,+,7432,1,589,589,589,1058,0.0
seq_62,seq_62,ColE1,99.83,100.0,1927,2515,+,6463,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.83,100.0,2506,3094,+,7854,1,589,589,589,1058,0.0
seq_64,seq_64,ColE1,99.83,100.0,1757,2345,+,6532,1,589,589,589,1058,0.0
seq_65,seq_65,ColE1,99.491,100.0,1124,1712,-,8017,589,1,589,589,1049,0.0
seq_65,seq_65,Col(pHAD28)_1__KU674895,89.313,100.0,3716,3846,-,8017,131,1,131,131,174,9.83e-44
seq_66,seq_66,ColE1,99.83,100.0,1738,2326,+,6522,1,589,589,589,1058,0.0
seq_67,seq_67,ColE1,99.83,100.0,6920,7508,+,10898,1,589,589,589,1058,0.0
seq_67,seq_67,ColE1,99.491,100.0,1124,1712,-,10898,589,1,589,589,1049,0.0
seq_68,seq_68,ColE1,99.83,100.0,2197,2785,+,6559,1,589,589,589,1058,0.0
seq_69,seq_69,ColE1,99.66,100.0,3590,4178,+,7912,1,589,589,589,1054,0.0
seq_7,seq_7,ColE1,99.83,100.0,2588,3176,+,7410,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.83,100.0,1741,2329,+,6517,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,2556,3144,+,7369,1,589,589,589,1058,0.0
seq_72,seq_72,ColE1,99.83,100.0,1760,2348,+,6514,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2578,3166,+,7407,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,2183,2771,+,6594,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.491,100.0,1122,1710,-,4507,589,1,589,589,1049,0.0
seq_76,seq_76,ColE1,99.83,100.0,1989,2577,+,6530,1,589,589,589,1058,0.0
seq_77,seq_77,ColE1,99.66,100.0,2698,3286,-,9043,589,1,589,589,1054,0.0
seq_78,seq_78,ColE1,99.491,100.0,1220,1808,-,6621,589,1,589,589,1049,0.0
seq_79,seq_79,ColE1,99.66,100.0,2698,3286,-,13081,589,1,589,589,1054,0.0
seq_79,seq_79,ColE1,99.491,100.0,8018,8606,-,13081,589,1,589,589,1049,0.0
seq_79,seq_79,Col(pHAD28)_1__KU674895,89.313,100.0,4549,4679,-,13081,131,1,131,131,174,1.6000000000000001e-43
seq_8,seq_8,ColE1,99.83,100.0,1935,2523,+,6619,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.83,100.0,1862,2450,+,6537,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,2592,3180,+,7395,1,589,589,589,1058,0.0
seq_82,seq_82,ColE1,99.83,100.0,2144,2732,+,6562,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2421,3009,+,7275,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.83,100.0,1884,2472,+,6540,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,1902,2490,+,6535,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.83,100.0,2419,3007,+,7310,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,1911,2499,+,6571,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.66,100.0,2698,3286,-,5993,589,1,589,589,1054,0.0
seq_9,seq_9,ColE1,99.83,100.0,10482,11070,+,14353,1,589,589,589,1058,0.0
seq_9,seq_9,ColE1,99.66,100.0,2698,3286,-,14353,589,1,589,589,1054,0.0
seq_90,seq_90,ColE1,99.83,100.0,1799,2387,+,6622,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,2440,3028,+,7384,1,589,589,589,1058,0.0
seq_92,seq_92,ColE1,99.83,100.0,2144,2732,+,6654,1,589,589,589,1058,0.0
seq_93,seq_93,ColE1,99.83,100.0,2426,3014,+,7281,1,589,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,1920,2508,+,6664,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,3135,3723,+,7747,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,1962,2550,+,6529,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2553,3141,+,7306,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,1760,2348,+,6683,1,589,589,589,1058,0.0
seq_99,seq_99,ColE1,99.83,100.0,3569,4157,+,7634,1,589,589,589,1058,0.0
