sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_29,seq_29,ColE1,99.83,100.0,2532,3120,+,7931,1,589,589,589,1058,0.0
seq_3,seq_3,ColE1,99.83,100.0,2668,3256,+,8156,1,589,589,589,1058,0.0
seq_30,seq_30,ColE1,99.83,100.0,2122,2710,+,7185,1,589,589,589,1058,0.0
seq_31,seq_31,ColE1,99.83,100.0,2495,3083,+,7966,1,589,589,589,1058,0.0
seq_32,seq_32,ColE1,99.83,100.0,2303,2891,+,7060,1,589,589,589,1058,0.0
seq_33,seq_33,ColE1,99.83,100.0,2485,3073,+,7964,1,589,589,589,1058,0.0
seq_34,seq_34,ColE1,99.83,100.0,2200,2788,+,7061,1,589,589,589,1058,0.0
seq_35,seq_35,ColE1,99.83,100.0,2675,3263,+,8126,1,589,589,589,1058,0.0
seq_36,seq_36,ColE1,99.83,100.0,2708,3296,+,7113,1,589,589,589,1058,0.0
seq_37,seq_37,ColE1,99.83,100.0,2668,3256,+,8125,1,589,589,589,1058,0.0
seq_38,seq_38,ColE1,99.83,100.0,1969,2557,+,7143,1,589,589,589,1058,0.0
seq_39,seq_39,ColE1,99.83,100.0,2584,3172,+,8034,1,589,589,589,1058,0.0
seq_4,seq_4,ColE1,99.83,100.0,2229,2817,+,7088,1,589,589,589,1058,0.0
seq_40,seq_40,ColE1,99.83,100.0,2102,2690,+,7209,1,589,589,589,1058,0.0
seq_41,seq_41,ColE1,99.83,100.0,2668,3256,+,8154,1,589,589,589,1058,0.0
seq_42,seq_42,ColE1,99.83,100.0,2277,2865,+,7097,1,589,589,589,1058,0.0
seq_43,seq_43,ColE1,99.83,100.0,2490,3078,+,7999,1,589,589,589,1058,0.0
seq_44,seq_44,ColE1,99.83,100.0,1988,2576,+,7140,1,589,589,589,1058,0.0
seq_45,seq_45,ColE1,99.83,100.0,2685,3273,+,8141,1,589,589,589,1058,0.0
seq_46,seq_46,ColE1,99.83,100.0,2033,2621,+,7063,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.83,100.0,2668,3256,+,8122,1,589,589,589,1058,0.0
seq_48,seq_48,ColE1,99.83,100.0,1960,2548,+,6692,1,589,589,589,1058,0.0
seq_49,seq_49,ColE1,99.83,100.0,2668,3256,+,8140,1,589,589,589,1058,0.0
seq_5,seq_5,ColE1,99.83,100.0,2668,3256,+,8131,1,589,589,589,1058,0.0
seq_50,seq_50,ColE1,99.83,100.0,1849,2437,+,7245,1,589,589,589,1058,0.0
seq_51,seq_51,ColE1,99.83,100.0,2668,3256,+,8122,1,589,589,589,1058,0.0
seq_52,seq_52,ColE1,99.83,100.0,1829,2417,+,7084,1,589,589,589,1058,0.0
seq_53,seq_53,ColE1,99.83,100.0,2668,3256,+,8112,1,589,589,589,1058,0.0
seq_54,seq_54,ColE1,99.83,100.0,2098,2686,+,7107,1,589,589,589,1058,0.0
seq_55,seq_55,ColE1,99.83,100.0,2493,3081,+,8010,1,589,589,589,1058,0.0
seq_56,seq_56,ColE1,99.83,100.0,2158,2746,+,7100,1,589,589,589,1058,0.0
seq_57,seq_57,ColE1,99.83,100.0,2409,2997,+,7891,1,589,589,589,1058,0.0
seq_58,seq_58,ColE1,99.83,100.0,1767,2355,+,7079,1,589,589,589,1058,0.0
seq_59,seq_59,ColE1,99.83,100.0,2668,3256,+,8146,1,589,589,589,1058,0.0
seq_6,seq_6,ColE1,99.83,100.0,2058,2646,+,6983,1,589,589,589,1058,0.0
seq_60,seq_60,ColE1,99.83,100.0,2004,2592,+,7067,1,589,589,589,1058,0.0
seq_61,seq_61,ColE1,99.83,100.0,2541,3129,+,7990,1,589,589,589,1058,0.0
seq_62,seq_62,ColE1,99.83,100.0,2524,3112,+,7124,1,589,589,589,1058,0.0
seq_63,seq_63,ColE1,99.83,100.0,2668,3256,+,8147,1,589,589,589,1058,0.0
seq_64,seq_64,ColE1,99.491,100.0,1769,2357,-,7027,589,1,589,589,1049,0.0
seq_65,seq_65,ColE1,99.83,100.0,2668,3256,+,8198,1,589,589,589,1058,0.0
seq_66,seq_66,ColE1,99.83,100.0,2076,2664,+,7062,1,589,589,589,1058,0.0
seq_67,seq_67,ColE1,99.83,100.0,2419,3007,+,7492,1,589,589,589,1058,0.0
seq_68,seq_68,ColE1,99.83,100.0,2018,2606,+,7144,1,589,589,589,1058,0.0
seq_69,seq_69,ColE1,99.83,100.0,2668,3256,+,8153,1,589,589,589,1058,0.0
seq_7,seq_7,ColE1,99.83,100.0,2668,3256,+,8148,1,589,589,589,1058,0.0
seq_70,seq_70,ColE1,99.83,100.0,2407,2995,+,7098,1,589,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,2685,3273,+,8093,1,589,589,589,1058,0.0
seq_72,seq_72,ColE1,99.83,100.0,2418,3006,+,7205,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.83,100.0,2668,3256,+,8158,1,589,589,589,1058,0.0
seq_74,seq_74,ColE1,99.83,100.0,2643,3231,+,7443,1,589,589,589,1058,0.0
seq_75,seq_75,ColE1,99.83,100.0,2477,3065,+,7968,1,589,589,589,1058,0.0
seq_76,seq_76,ColE1,99.491,100.0,1655,2243,-,6793,589,1,589,589,1049,0.0
seq_77,seq_77,ColE1,99.83,100.0,2671,3259,+,8127,1,589,589,589,1058,0.0
seq_78,seq_78,ColE1,99.83,100.0,2554,3142,+,7177,1,589,589,589,1058,0.0
seq_79,seq_79,Col440I_1__CP023920,94.737,100.0,1973,2086,+,5543,1,114,114,114,179,1.6e-45
seq_79,seq_79,Col(pHAD28)_1__KU674895,89.313,100.0,1367,1497,+,5543,1,131,131,131,174,6.79e-44
seq_8,seq_8,ColE1,99.83,100.0,2086,2674,+,7098,1,589,589,589,1058,0.0
seq_80,seq_80,ColE1,99.83,100.0,1995,2583,+,7121,1,589,589,589,1058,0.0
seq_81,seq_81,ColE1,99.83,100.0,2681,3269,+,8131,1,589,589,589,1058,0.0
seq_83,seq_83,ColE1,99.83,100.0,2677,3265,+,8126,1,589,589,589,1058,0.0
seq_84,seq_84,ColE1,99.491,100.0,1003,1591,-,6737,589,1,589,589,1049,0.0
seq_85,seq_85,ColE1,99.83,100.0,2477,3065,+,7963,1,589,589,589,1058,0.0
seq_86,seq_86,ColE1,99.83,100.0,1874,2462,+,7076,1,589,589,589,1058,0.0
seq_87,seq_87,ColE1,99.83,100.0,2496,3084,+,7957,1,589,589,589,1058,0.0
seq_88,seq_88,ColE1,99.83,100.0,2012,2600,+,7118,1,589,589,589,1058,0.0
seq_89,seq_89,ColE1,99.83,100.0,2668,3256,+,8167,1,589,589,589,1058,0.0
seq_9,seq_9,ColE1,99.83,100.0,2668,3256,+,8121,1,589,589,589,1058,0.0
seq_90,seq_90,ColE1,99.83,100.0,1989,2577,+,7052,1,589,589,589,1058,0.0
seq_91,seq_91,ColE1,99.83,100.0,2489,3077,+,7985,1,589,589,589,1058,0.0
seq_92,seq_92,ColE1,99.83,100.0,2115,2703,+,7162,1,589,589,589,1058,0.0
seq_93,seq_93,ColE1,99.83,100.0,2668,3256,+,8131,1,589,589,589,1058,0.0
seq_94,seq_94,ColE1,99.83,100.0,2686,3274,+,7586,1,589,589,589,1058,0.0
seq_95,seq_95,ColE1,99.83,100.0,3777,4365,+,9045,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,2023,2611,+,6717,1,589,589,589,1058,0.0
seq_97,seq_97,ColE1,99.83,100.0,2477,3065,+,7969,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,2765,3353,+,7191,1,589,589,589,1058,0.0
seq_99,seq_99,ColE1,99.83,100.0,2477,3065,+,7934,1,589,589,589,1058,0.0
