sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_42,seq_42,ColE1,99.491,100.0,3151,3739,+,4209,1,589,589,589,1049,0.0
seq_43,seq_43,ColE1,99.83,100.0,1985,2573,+,4083,1,589,589,589,1058,0.0
seq_45,seq_45,pBBR1,99.854,95.60669456066944,2100,3470,-,3470,1434,65,1434,1371,2461,0.0
seq_46,seq_46,ColE1,99.83,100.0,2082,2670,+,9012,1,589,589,589,1058,0.0
seq_46,seq_46,ColE1,99.83,100.0,8181,8769,+,9012,1,589,589,589,1058,0.0
seq_47,seq_47,ColE1,99.491,100.0,1367,1955,-,7107,589,1,589,589,1049,0.0
seq_48,seq_48,ColE1,99.66,100.0,2136,2724,-,4396,589,1,589,589,1054,0.0
seq_49,seq_49,ColE1,99.83,100.0,10223,10811,-,13022,589,1,589,589,1058,0.0
seq_49,seq_49,ColE1,99.83,100.0,7235,7823,-,13022,589,1,589,589,1058,0.0
seq_49,seq_49,ColE1,99.83,100.0,4247,4835,-,13022,589,1,589,589,1058,0.0
seq_49,seq_49,ColE1,99.83,100.0,1259,1847,-,13022,589,1,589,589,1058,0.0
seq_5,seq_5,pBBR1,99.926,94.07252440725244,1058,2406,+,2406,1,1348,1434,1349,2425,0.0
seq_50,seq_50,ColE1,99.83,100.0,2401,2989,+,12391,1,589,589,589,1058,0.0
seq_50,seq_50,ColE1,99.83,100.0,8576,9164,+,12391,1,589,589,589,1058,0.0
seq_51,seq_51,pBBR1,100.0,94.00278940027894,1058,2405,+,2405,1,1348,1434,1348,2432,0.0
seq_53,seq_53,Col440I_1__CP023920,94.737,100.0,4556,4669,+,6389,1,114,114,114,179,1.84e-45
seq_55,seq_55,pBBR1,99.926,94.07252440725244,1058,2406,+,2406,1,1348,1434,1349,2425,0.0
seq_56,seq_56,ColE1,99.83,100.0,8381,8969,+,11495,1,589,589,589,1058,0.0
seq_56,seq_56,ColE1,99.66,100.0,3013,3601,-,11495,589,1,589,589,1054,0.0
seq_57,seq_57,ColE1,99.83,100.0,5382,5970,-,14103,589,1,589,589,1058,0.0
seq_57,seq_57,ColE1,99.83,100.0,1340,1928,-,14103,589,1,589,589,1058,0.0
seq_57,seq_57,ColE1,99.66,100.0,9458,10045,-,14103,589,1,589,589,1050,0.0
seq_58,seq_58,ColE1,99.66,100.0,3892,4480,+,6620,1,589,589,589,1054,0.0
seq_59,seq_59,ColE1,99.83,100.0,4280,4868,+,8616,1,589,589,589,1058,0.0
seq_6,seq_6,ColE1,99.83,100.0,2198,2786,+,6155,1,589,589,589,1058,0.0
seq_61,seq_61,ColE1,99.83,100.0,3573,4161,+,9109,1,589,589,589,1058,0.0
seq_62,seq_62,ColE1,99.66,100.0,2667,3255,+,4306,1,589,589,589,1054,0.0
seq_64,seq_64,ColE1,99.151,100.0,3841,4426,-,6936,589,1,589,589,1039,0.0
seq_67,seq_67,ColE1,99.491,100.0,1125,1713,-,5292,589,1,589,589,1049,0.0
seq_68,seq_68,ColE1,99.66,100.0,3960,4547,-,10996,589,1,589,589,1050,0.0
seq_7,seq_7,pBBR1,99.926,94.07252440725244,1058,2406,+,2406,1,1348,1434,1349,2425,0.0
seq_70,seq_70,ColE1,99.83,100.0,2500,3088,-,4946,589,1,589,589,1058,0.0
seq_71,seq_71,ColE1,99.83,100.0,1179,1767,-,13804,589,1,589,589,1058,0.0
seq_71,seq_71,ColE1,99.826,97.62308998302208,6327,6901,-,13804,575,1,589,575,1033,0.0
seq_71,seq_71,ColE1,99.653,97.79286926994908,3776,4351,-,13804,576,1,589,576,1031,0.0
seq_71,seq_71,ColE1,99.491,100.0,10945,11533,-,13804,589,1,589,589,1049,0.0
seq_72,seq_72,ColE1,99.83,100.0,2732,3320,+,11409,1,589,589,589,1058,0.0
seq_72,seq_72,ColE1,99.83,100.0,7444,8032,+,11409,1,589,589,589,1058,0.0
seq_73,seq_73,ColE1,99.491,100.0,8441,9029,-,11986,589,1,589,589,1049,0.0
seq_73,seq_73,ColE1,99.491,100.0,6337,6925,-,11986,589,1,589,589,1049,0.0
seq_73,seq_73,ColE1,99.491,100.0,3731,4319,-,11986,589,1,589,589,1049,0.0
seq_73,seq_73,ColE1,99.491,100.0,1125,1713,-,11986,589,1,589,589,1049,0.0
seq_73,seq_73,Col440I_1__CP023920,94.737,100.0,11178,11291,-,11986,114,1,114,114,179,3.46e-45
seq_75,seq_75,ColE1,99.491,100.0,1125,1713,-,4242,589,1,589,589,1049,0.0
seq_76,seq_76,ColE1,99.83,100.0,5435,6023,+,8036,1,589,589,589,1058,0.0
seq_77,seq_77,pBBR1,99.926,94.07252440725244,1058,2406,+,2406,1,1348,1434,1349,2425,0.0
seq_78,seq_78,ColE1,99.66,100.0,12149,12736,-,16289,589,1,589,589,1050,0.0
seq_78,seq_78,ColE1,99.66,100.0,5164,5751,-,16289,589,1,589,589,1050,0.0
seq_79,seq_79,ColE1,98.157,101.35823429541595,1581,2177,-,4877,589,1,589,597,1031,0.0
seq_80,seq_80,ColE1,99.66,100.0,5716,6304,-,10969,589,1,589,589,1054,0.0
seq_81,seq_81,pBBR1,99.926,94.00278940027894,1058,2404,+,2404,1,1348,1434,1348,2424,0.0
seq_82,seq_82,ColE1,99.83,100.0,1971,2559,+,6122,1,589,589,589,1058,0.0
seq_85,seq_85,Col440I_1__CP023920,94.737,100.0,4580,4693,+,6295,1,114,114,114,179,1.81e-45
seq_86,seq_86,ColE1,99.83,100.0,3671,4259,+,6692,1,589,589,589,1058,0.0
seq_87,seq_87,pBBR1,99.926,94.00278940027894,1058,2404,+,2404,1,1348,1434,1348,2424,0.0
seq_88,seq_88,ColE1,99.83,100.0,1641,2229,+,7465,1,589,589,589,1058,0.0
seq_89,seq_89,pBBR1,99.926,94.07252440725244,1058,2406,+,2406,1,1348,1434,1349,2425,0.0
seq_90,seq_90,ColE1,99.83,100.0,4108,4696,+,8053,1,589,589,589,1058,0.0
seq_90,seq_90,Col440I_1__CP023920,94.737,100.0,305,418,-,8053,114,1,114,114,179,2.32e-45
seq_92,seq_92,ColE1,99.83,100.0,2295,2883,+,6469,1,589,589,589,1058,0.0
seq_93,seq_93,ColE1,99.66,100.0,1940,2528,-,8230,589,1,589,589,1054,0.0
seq_93,seq_93,ColE1,99.491,100.0,5642,6230,+,8230,1,589,589,589,1049,0.0
seq_94,seq_94,ColE1,99.83,100.0,4418,5006,+,11160,1,589,589,589,1058,0.0
seq_95,seq_95,pBBR1,99.926,94.00278940027894,1058,2404,+,2404,1,1348,1434,1348,2424,0.0
seq_96,seq_96,ColE1,99.83,100.0,2572,3160,+,12046,1,589,589,589,1058,0.0
seq_96,seq_96,ColE1,99.83,100.0,8323,8911,+,12046,1,589,589,589,1058,0.0
seq_98,seq_98,ColE1,99.83,100.0,3264,3852,+,7658,1,589,589,589,1058,0.0
