sequence,qseqid,ori_type,pct_identity,pct_cov_subject,q_start,q_end,strand,qlen,sstart,send,slen,length,bitscore,evalue
seq_83,seq_83,Col440I_1__CP023920,94.737,100.0,1578,1691,-,3018,114,1,114,114,179,8.68e-46
seq_85,seq_85,pBBR1,99.33,93.72384937238492,1058,2401,+,2401,1,1336,1434,1344,2382,0.0
seq_87,seq_87,pBBR1,99.851,93.72384937238492,1058,2401,+,2401,1,1343,1434,1344,2412,0.0
seq_89,seq_89,pBBR1,99.851,93.72384937238492,1058,2401,+,2401,1,1343,1434,1344,2412,0.0
seq_9,seq_9,pBBR1,99.851,93.72384937238492,1058,2401,+,2401,1,1343,1434,1344,2412,0.0
seq_91,seq_91,ColE1,99.321,100.0,4918,5505,-,6657,589,1,589,589,1041,0.0
seq_91,seq_91,ColE1,99.321,100.0,1991,2578,-,6657,589,1,589,589,1041,0.0
seq_93,seq_93,pBBR1,99.851,93.72384937238492,1058,2401,+,2401,1,1343,1434,1344,2412,0.0
seq_95,seq_95,pBBR1,99.851,93.72384937238492,1058,2401,+,2401,1,1343,1434,1344,2412,0.0
seq_97,seq_97,pBBR1,99.33,93.72384937238492,1058,2401,+,2401,1,1336,1434,1344,2382,0.0
seq_99,seq_99,ColE1,99.824,96.60441426146012,4877,5445,+,5755,21,589,589,569,1022,0.0
