query_id	query_length	subject_id	subject_title	subject_length	align_length	identities	pct_identity	query_coverage	subject_coverage	evalue	bitscore
RL_seq_11	7965	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5661	5647	99.75	71.07	57.57	0.0	10366.4
RL_seq_11	7965	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5661	5647	99.75	71.07	69.58	0.0	10366.4
RL_seq_11	7965	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5661	5647	99.75	71.07	70.78	0.0	10366.4
RL_seq_11	7965	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5661	5647	99.75	71.07	69.15	0.0	10366.4
RL_seq_11	7965	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5661	5647	99.75	71.07	70.86	0.0	10366.4
RL_seq_12	7082	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5655	5641	99.75	79.85	57.5	0.0	10355.3
RL_seq_12	7082	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5655	5641	99.75	79.85	69.51	0.0	10355.3
RL_seq_12	7082	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5655	5641	99.75	79.85	70.71	0.0	10355.3
RL_seq_12	7082	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5655	5641	99.75	79.85	69.07	0.0	10355.3
RL_seq_12	7082	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5655	5641	99.75	79.85	70.78	0.0	10355.3
RL_seq_13	6316	gi|134105583|gb|EF456738.1|	gi|134105583|gb|EF456738.1| Expression vector pET15-MHL, complete sequence	7737	3939	3935	99.9	62.37	50.91	0.0	7249.22
RL_seq_13	6316	gi|1142720438|emb|LT726905.1|	gi|1142720438|emb|LT726905.1| Vector pCal-c-A7M8K, complete sequence	8601	3939	3934	99.87	62.37	45.8	0.0	7243.68
RL_seq_13	6316	gi|1063195155|gb|KX461959.1|	gi|1063195155|gb|KX461959.1| Cloning vector pET15b-vioA, complete sequence	6944	3936	3932	99.9	62.32	56.68	0.0	7243.68
RL_seq_13	6316	gi|1063195163|gb|KX461961.1|	gi|1063195163|gb|KX461961.1| Cloning vector pET15b-vioC, complete sequence	6977	3936	3932	99.9	62.32	56.41	0.0	7243.68
RL_seq_13	6316	gi|1142720449|emb|LT726907.1|	gi|1142720449|emb|LT726907.1| Vector pCal-c-MK, complete sequence	8235	3939	3934	99.87	62.37	47.83	0.0	7243.68
RL_seq_14	7182	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5662	5646	99.72	78.84	57.58	0.0	10355.3
RL_seq_14	7182	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5662	5646	99.72	78.84	69.59	0.0	10355.3
RL_seq_14	7182	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5662	5646	99.72	78.84	70.79	0.0	10355.3
RL_seq_14	7182	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5662	5646	99.72	78.84	69.16	0.0	10355.3
RL_seq_14	7182	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5662	5646	99.72	78.84	70.87	0.0	10355.3
RL_seq_15	8127	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5523	5509	99.75	67.96	56.16	0.0	10111.5
RL_seq_15	8127	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	138	138	100.0	1.7	1.4	7.49118e-62	255.958
RL_seq_15	8127	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5523	5509	99.75	67.96	67.88	0.0	10111.5
RL_seq_15	8127	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	138	138	100.0	1.7	1.7	7.49118e-62	255.958
RL_seq_15	8127	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5523	5509	99.75	67.96	69.05	0.0	10111.5
RL_seq_15	8127	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	138	138	100.0	1.7	1.73	7.49118e-62	255.958
RL_seq_15	8127	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5523	5509	99.75	67.96	67.46	0.0	10111.5
RL_seq_15	8127	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	138	138	100.0	1.7	1.69	7.49118e-62	255.958
RL_seq_15	8127	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5523	5509	99.75	67.96	69.13	0.0	10111.5
RL_seq_15	8127	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	138	138	100.0	1.7	1.73	7.49118e-62	255.958
RL_seq_16	7134	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5669	5651	99.68	79.46	57.65	0.0	10355.3
RL_seq_16	7134	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5669	5651	99.68	79.46	69.68	0.0	10355.3
RL_seq_16	7134	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5669	5651	99.68	79.46	70.88	0.0	10355.3
RL_seq_16	7134	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5669	5651	99.68	79.46	69.24	0.0	10355.3
RL_seq_16	7134	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5669	5651	99.68	79.46	70.96	0.0	10355.3
RL_seq_17	7850	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5531	5516	99.73	70.46	56.24	0.0	10120.8
RL_seq_17	7850	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5531	5516	99.73	70.46	67.98	0.0	10120.8
RL_seq_17	7850	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5531	5516	99.73	70.46	69.15	0.0	10120.8
RL_seq_17	7850	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5531	5516	99.73	70.46	67.56	0.0	10120.8
RL_seq_17	7850	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5531	5516	99.73	70.46	69.23	0.0	10120.8
RL_seq_18	7133	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5662	5646	99.72	79.38	57.58	0.0	10355.3
RL_seq_18	7133	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5662	5646	99.72	79.38	69.59	0.0	10355.3
RL_seq_18	7133	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5662	5646	99.72	79.38	70.79	0.0	10355.3
RL_seq_18	7133	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5662	5646	99.72	79.38	69.16	0.0	10355.3
RL_seq_18	7133	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5662	5646	99.72	79.38	70.87	0.0	10355.3
RL_seq_19	8123	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5521	5507	99.75	67.97	56.14	0.0	10107.8
RL_seq_19	8123	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	139	139	100.0	1.71	1.41	2.0818e-62	257.805
RL_seq_19	8123	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5521	5507	99.75	67.97	67.86	0.0	10107.8
RL_seq_19	8123	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	139	139	100.0	1.71	1.71	2.0818e-62	257.805
RL_seq_19	8123	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5521	5507	99.75	67.97	69.03	0.0	10107.8
RL_seq_19	8123	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	139	139	100.0	1.71	1.74	2.0818e-62	257.805
RL_seq_19	8123	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5521	5507	99.75	67.97	67.44	0.0	10107.8
RL_seq_19	8123	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	139	139	100.0	1.71	1.7	2.0818e-62	257.805
RL_seq_19	8123	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5521	5507	99.75	67.97	69.11	0.0	10107.8
RL_seq_19	8123	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	139	139	100.0	1.71	1.74	2.0818e-62	257.805
RL_seq_20	7196	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5662	5646	99.72	78.68	57.58	0.0	10355.3
RL_seq_20	7196	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5662	5646	99.72	78.68	69.59	0.0	10355.3
RL_seq_20	7196	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5662	5646	99.72	78.68	70.79	0.0	10355.3
RL_seq_20	7196	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5662	5646	99.72	78.68	69.16	0.0	10355.3
RL_seq_20	7196	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5662	5646	99.72	78.68	70.87	0.0	10355.3
RL_seq_21	8127	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5528	5513	99.73	68.02	56.21	0.0	10113.4
RL_seq_21	8127	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	139	139	100.0	1.71	1.41	2.08283e-62	257.805
RL_seq_21	8127	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5528	5513	99.73	68.02	67.94	0.0	10113.4
RL_seq_21	8127	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	139	139	100.0	1.71	1.71	2.08283e-62	257.805
RL_seq_21	8127	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5528	5513	99.73	68.02	69.12	0.0	10113.4
RL_seq_21	8127	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	139	139	100.0	1.71	1.74	2.08283e-62	257.805
RL_seq_21	8127	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	5528	5513	99.73	68.02	67.52	0.0	10113.4
RL_seq_21	8127	gi|1512457667|gb|MH621330.1|	gi|1512457667|gb|MH621330.1| Cloning vector pAgaL3, complete sequence	8187	139	139	100.0	1.71	1.7	2.08283e-62	257.805
RL_seq_21	8127	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	5528	5513	99.73	68.02	69.2	0.0	10113.4
RL_seq_21	8127	gi|1512457673|gb|MH621333.1|	gi|1512457673|gb|MH621333.1| Cloning vector pAgaL6, complete sequence	7989	139	139	100.0	1.71	1.74	2.08283e-62	257.805
RL_seq_22	7063	gi|1512457665|gb|MH621329.1|	gi|1512457665|gb|MH621329.1| Cloning vector pAgaL2, complete sequence	9834	5665	5650	99.74	80.21	57.61	0.0	10368.2
RL_seq_22	7063	gi|1512457671|gb|MH621332.1|	gi|1512457671|gb|MH621332.1| Cloning vector pAgaL5, complete sequence	8136	5665	5650	99.74	80.21	69.63	0.0	10368.2
RL_seq_22	7063	gi|1512457669|gb|MH621331.1|	gi|1512457669|gb|MH621331.1| Cloning vector pAgaL4, complete sequence	7998	5665	5650	99.74	80.21	70.83	0.0	10368.2
